,Unnamed: 0_x,log_date,item_id,food_time,food_type,log_time,energy_x,protein_x,carbohydrate_x,lipid_fat_x,item_unit,item_quantity_x,created_by,Unnamed: 0_y,trainer_code,user_code,full_name,gender,birth_date,email_id,phone_number,user_point,password,terms_and_conditions,user_height,user_weight,target_weight,weight_changed_on,height_changed_on,frequently_exercise,food_mostly_eaten_at,cuisine_ids,spent_on_meal,diet_plan,default_diet_plan,medical_condition_ids,allergic_condition_ids,is_profile_completed,profile_image,social_profile_image,user_location,is_active,Unnamed: 0,fdc_id,item_name,ndb_number,upc_number,manufacture,food_category,source,energy_y,protein_y,cholesterol,carbohydrate_y,lipid_fat_y,description,item_quantity_y,is_detail_available,food_type_x,energy,protein,carbohydrate,lipid_fat,item_unit_x,item_quantity,recipe_id,recipe_name,recipeSummary,num_of_serving,serving_size,item_unit_y,recipe_weight,recipe_type_id,recipe_notes,prepare_time,total_carbohydrate,total_protein,total_energy,total_lipid_fat,recipe_image,food_type_y
34,38,2024-01-06,FI100078,1,food_item,2,230.0,47.59,34.94,30.63,1 slice,170.0,U100044,44,T100044,U100044,Kimberly Wall,female,"time.struct_time(tm_year=1925, tm_mon=4, tm_mday=30, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=120, tm_isdst=-1)",randalldillon@example.com,967.804.6617x439,12277,73520,0,61,133,57,0,0,do_not,home,166,$5-$9.99,1,934,1,2,0,https://dummyimage.com/335x9,https://placekitten.com/755/314,America/Tijuana,1,78,FI100078,Mango Sorbet,450078.0,5051379015161.0,"G. T. Japan, Inc.",BBQ & Cheese Sauce,usda,126.0,2.5,25.0,48.03,8.95,Mother later throw.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
35,56,2024-01-17,FI100078,1,food_item,9,156.0,46.02,48.54,26.77,gm,118.0,U100058,58,T100058,U100058,Maria Dawson,female,"time.struct_time(tm_year=1988, tm_mon=7, tm_mday=28, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=210, tm_isdst=-1)",owhite@example.org,765-130-7931,13646,93225,1,63,86,107,0,0,do_not,home,55,Less than $5,3,115,0,1,0,https://dummyimage.com/828x677,https://dummyimage.com/930x399,America/Curacao,1,78,FI100078,Mango Sorbet,450078.0,5051379015161.0,"G. T. Japan, Inc.",BBQ & Cheese Sauce,usda,126.0,2.5,25.0,48.03,8.95,Mother later throw.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
36,40,2024-01-20,FI100036,1,food_item,3,240.0,43.61,8.95,20.77,1 medium,145.0,U100009,9,T100009,U100009,Vickie Wood,female,"time.struct_time(tm_year=2016, tm_mon=3, tm_mday=21, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=81, tm_isdst=-1)",vbrown@example.net,9544602166,5214,10500,1,71,92,64,0,1000009,1_3_days,home,310,Less than $5,3,1258,0,1,1,https://placekitten.com/730/302,https://placekitten.com/849/548,Etc/GMT-4,1,36,FI100036,Salad,450036.0,5051379013092.0,"G. T. Japan, Inc.",BBQ & Cheese Sauce,usda,190.0,2.5,25.0,42.04,37.72,Remember coach alone than same discussion interest.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
37,42,2024-01-02,FI100072,1,food_item,9,179.0,28.32,26.25,0.22,1 medium,270.0,U100017,17,T100017,U100017,Susan Crane,female,"time.struct_time(tm_year=1972, tm_mon=7, tm_mday=29, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=211, tm_isdst=-1)",andrewjones@example.net,224.533.6626,2601,37699,1,73,77,67,0,0,1_3_days,restaurant,476,Less than $5,2,690,1,1,0,https://dummyimage.com/711x119,https://picsum.photos/399/597,Africa/Sao_Tome,1,72,FI100072,Tomato Soup,450072.0,5051379033491.0,Fresh & Easy,BBQ & Cheese Sauce,usda,194.0,2.5,0.0,34.86,44.97,Pretty fact discuss executive experience enter.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
38,84,2024-01-05,FI100037,1,food_item,11,298.0,33.29,22.04,35.6,ml,96.0,U100017,17,T100017,U100017,Susan Crane,female,"time.struct_time(tm_year=1972, tm_mon=7, tm_mday=29, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=211, tm_isdst=-1)",andrewjones@example.net,224.533.6626,2601,37699,1,73,77,67,0,0,1_3_days,restaurant,476,Less than $5,2,690,1,1,0,https://dummyimage.com/711x119,https://picsum.photos/399/597,Africa/Sao_Tome,1,37,FI100037,Vegetable Stir-Fry,450037.0,5051379018323.0,Fresh & Easy,Ice Cream & Frozen Yogurt,usda,181.0,0.0,0.0,30.75,15.17,House total trip spend scene.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
39,48,2024-01-10,FI100079,1,food_item,11,263.0,30.91,49.04,1.64,ml,261.0,U100008,8,T100008,U100008,Melissa Thornton,female,"time.struct_time(tm_year=1996, tm_mon=1, tm_mday=12, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=12, tm_isdst=-1)",dannygreen@example.org,952.585.6179x4253,20676,40418,1,65,51,51,0,0,1_3_days,restaurant,481,$5-$9.99,1,414,0,2,1,https://dummyimage.com/544x540,https://dummyimage.com/783x862,US/East-Indiana,1,79,FI100079,Cheese Sandwich,450079.0,5051379016291.0,"G. T. Japan, Inc.",Ice Cream & Frozen Yogurt,usda,170.0,0.0,0.0,49.02,23.08,Military short away leave report collection.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
40,59,2024-01-17,FI100056,1,food_item,8,98.0,42.53,33.81,32.11,1 medium,227.0,U100007,7,T100007,U100007,Courtney Mclean,female,"time.struct_time(tm_year=1997, tm_mon=7, tm_mday=16, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=197, tm_isdst=-1)",clarkenicholas@example.com,795.123.4574,19301,51430,0,73,73,102,0,1000007,1_3_days,restaurant,117,$5-$9.99,3,344,1,3,0,https://placekitten.com/999/398,https://dummyimage.com/71x31,Africa/Blantyre,1,56,FI100056,Tomato Soup,450056.0,5051379027282.0,Fresh & Easy,BBQ & Cheese Sauce,usda,143.0,2.5,0.0,40.44,39.33,Prove low real whether program during.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
41,61,2024-01-05,FI100062,1,food_item,14,131.0,31.37,40.78,36.34,ml,41.0,U100018,18,T100018,U100018,Vickie Grant,female,"time.struct_time(tm_year=1939, tm_mon=5, tm_mday=11, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=131, tm_isdst=-1)",kstanton@example.net,620-254-8937x387,5955,84911,1,61,98,111,1000018,1000018,do_not,restaurant,29,Less than $5,4,658,0,3,1,https://dummyimage.com/723x991,https://dummyimage.com/675x866,Europe/Tiraspol,1,62,FI100062,Lasagna,450062.0,5051379033243.0,Fresh & Easy,BBQ & Cheese Sauce,usda,157.0,0.0,25.0,18.65,22.8,Continue who remember peace above.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
42,76,2024-01-14,FI100029,1,food_item,5,219.0,11.93,6.89,17.64,gm,9.0,U100057,57,T100057,U100057,Melody Woods,female,"time.struct_time(tm_year=1937, tm_mon=5, tm_mday=18, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=138, tm_isdst=-1)",sharpshane@example.net,064-345-2247,3771,41430,0,68,144,68,0,1000057,do_not,restaurant,117,Less than $5,1,1272,0,2,0,https://dummyimage.com/785x850,https://dummyimage.com/13x461,America/Porto_Velho,1,29,FI100029,Grilled Salmon,450029.0,5051379011609.0,Fresh & Easy,Ice Cream & Frozen Yogurt,usda,197.0,0.0,0.0,44.92,29.64,Reach such per require section.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
43,93,2024-01-10,FI100029,1,food_item,10,255.0,9.81,17.7,10.21,1 medium,48.0,U100004,4,T100004,U100004,Angela Flynn,female,"time.struct_time(tm_year=1969, tm_mon=5, tm_mday=8, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=128, tm_isdst=-1)",coxeduardo@example.net,+1-035-830-6048,10246,58097,1,71,115,81,0,1000004,do_not,home,113,Less than $5,2,1605,1,1,0,https://dummyimage.com/964x1018,https://picsum.photos/576/133,America/Chicago,1,29,FI100029,Grilled Salmon,450029.0,5051379011609.0,Fresh & Easy,Ice Cream & Frozen Yogurt,usda,197.0,0.0,0.0,44.92,29.64,Reach such per require section.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
44,70,2024-01-16,FI100058,1,food_item,7,152.0,32.44,0.22,18.0,1 slice,177.0,U100005,5,T100005,U100005,Patricia Simon,female,"time.struct_time(tm_year=1930, tm_mon=11, tm_mday=9, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=313, tm_isdst=-1)",debra43@example.org,(791)374-2695,16336,26487,1,63,149,105,1000005,1000005,1_3_days,restaurant,352,$5-$9.99,1,269,1,2,0,https://placekitten.com/799/724,https://placekitten.com/35/102,Asia/Oral,1,58,FI100058,Chocolate Cake,450058.0,5051379016846.0,Fresh & Easy,BBQ & Cheese Sauce,usda,158.0,0.0,0.0,13.39,24.06,Also more despite through southern third perhaps.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
45,78,2024-01-03,FI100058,1,food_item,10,211.0,47.88,45.0,27.55,1 slice,251.0,U100042,42,T100042,U100042,Erin Harmon,female,"time.struct_time(tm_year=2020, tm_mon=1, tm_mday=15, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=15, tm_isdst=-1)",mark83@example.com,001-902-003-4739,6231,76100,0,71,147,72,0,0,do_not,restaurant,367,$5-$9.99,2,286,0,3,1,https://picsum.photos/51/872,https://placekitten.com/197/667,Pacific/Auckland,1,58,FI100058,Chocolate Cake,450058.0,5051379016846.0,Fresh & Easy,BBQ & Cheese Sauce,usda,158.0,0.0,0.0,13.39,24.06,Also more despite through southern third perhaps.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
46,72,2024-01-01,FI100082,1,food_item,2,88.0,11.73,37.72,1.53,1 slice,265.0,U100038,38,T100038,U100038,Lisa Watson,female,"time.struct_time(tm_year=1915, tm_mon=3, tm_mday=20, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=79, tm_isdst=-1)",bmoore@example.net,751.129.7457,13296,42300,0,65,46,67,1000038,0,do_not,home,112,Less than $5,3,1383,1,2,1,https://picsum.photos/231/604,https://placekitten.com/580/434,Asia/Omsk,1,82,FI100082,Tacos,450082.0,5051379017808.0,Fresh & Easy,Ice Cream & Frozen Yogurt,usda,155.0,2.5,0.0,34.99,45.73,Wife seem find moment your address per meet.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
47,86,2024-01-19,FI100019,1,food_item,13,205.0,30.09,25.01,10.23,gm,248.0,U100043,43,T100043,U100043,Amanda Singleton,female,"time.struct_time(tm_year=1966, tm_mon=12, tm_mday=13, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=347, tm_isdst=-1)",daniellemiller@example.com,(136)682-1720x995,19368,96310,0,71,113,76,0,0,do_not,home,483,$5-$9.99,4,626,1,3,1,https://picsum.photos/242/87,https://placekitten.com/908/513,Atlantic/Madeira,1,19,FI100019,Caesar Salad,450019.0,5051379025258.0,"G. T. Japan, Inc.",BBQ & Cheese Sauce,usda,200.0,2.5,0.0,33.62,37.91,Community magazine teach red.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
48,96,2024-01-20,FI100083,1,food_item,9,220.0,39.08,4.69,24.05,gm,201.0,U100055,55,T100055,U100055,Olivia Perry,female,"time.struct_time(tm_year=2013, tm_mon=1, tm_mday=30, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=30, tm_isdst=-1)",westhannah@example.org,314-166-3804x749,13880,35878,1,65,52,77,1000055,1000055,1_3_days,restaurant,175,Less than $5,2,1645,1,3,0,https://placekitten.com/311/375,https://placekitten.com/354/401,Africa/Bujumbura,1,83,FI100083,Beef Tacos,450083.0,5051379019531.0,Fresh & Easy,Ice Cream & Frozen Yogurt,usda,103.0,0.0,25.0,28.46,42.84,Article speak focus small imagine six project.,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
0,0,2024-01-10,RP100015,1,,12,,,,,,,U100015,15,T100015,U100015,Kathryn Lowe,female,"time.struct_time(tm_year=2000, tm_mon=5, tm_mday=16, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=137, tm_isdst=-1)",tommy43@example.net,+1-074-706-8207x26608,24195,58496,0,68,107,56,0,0,do_not,restaurant,324,Less than $5,2,457,0,1,0,https://dummyimage.com/329x875,https://dummyimage.com/549x292,Australia/LHI,1,15,,,,,,,,,,,,,"Classic Italian dish with ground beef, tomatoes, and herbs served over spaghetti.",,,recipe,251.0,15.75,3.84,10.87,gm,136.0,RP100015,Shrimp Scampi,Healthy stir-fry with a mix of colorful vegetables and tofu or your choice of protein.,9.0,200.0,ml,360.0,42.0,"Tasty beef tacos with seasoned meat, lettuce, tomatoes, and cheese.",25 min,134.02,9.86,1208.0,21.33,https://picsum.photos/53/807,recipe
1,65,2024-01-02,RP100047,1,,15,,,,,,,U100015,15,T100015,U100015,Kathryn Lowe,female,"time.struct_time(tm_year=2000, tm_mon=5, tm_mday=16, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=137, tm_isdst=-1)",tommy43@example.net,+1-074-706-8207x26608,24195,58496,0,68,107,56,0,0,do_not,restaurant,324,Less than $5,2,457,0,1,0,https://dummyimage.com/329x875,https://dummyimage.com/549x292,Australia/LHI,1,47,,,,,,,,,,,,,Garlic-infused shrimp cooked in a white wine and lemon butter sauce.,,,recipe,294.0,25.02,37.41,13.45,ml,86.0,RP100047,Mushroom Risotto,"Fresh and crisp salad with grilled chicken, romaine lettuce, and Caesar dressing.",4.0,220.0,ml,200.0,28.0,Garlic-infused shrimp cooked in a white wine and lemon butter sauce.,5 min,266.61,19.89,1045.0,37.64,https://placekitten.com/701/965,recipe
2,91,2024-01-09,RP100047,1,,14,,,,,,,U100013,13,T100013,U100013,Ashley Alexander,female,"time.struct_time(tm_year=1974, tm_mon=3, tm_mday=29, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=88, tm_isdst=-1)",icastillo@example.org,+1-946-490-2937x77870,1685,63494,1,68,64,82,1000013,0,do_not,restaurant,72,$5-$9.99,2,1461,1,1,0,https://dummyimage.com/73x672,https://picsum.photos/286/348,America/Managua,1,47,,,,,,,,,,,,,Garlic-infused shrimp cooked in a white wine and lemon butter sauce.,,,recipe,290.0,33.78,10.26,28.22,gm,70.0,RP100047,Mushroom Risotto,"Fresh and crisp salad with grilled chicken, romaine lettuce, and Caesar dressing.",4.0,220.0,ml,200.0,28.0,Garlic-infused shrimp cooked in a white wine and lemon butter sauce.,5 min,266.61,19.89,1045.0,37.64,https://placekitten.com/701/965,recipe
3,1,2024-01-04,RP100054,1,,5,,,,,,,U100068,68,T100068,U100068,Christopher Simmons,male,"time.struct_time(tm_year=2011, tm_mon=9, tm_mday=29, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=272, tm_isdst=-1)",traceysantiago@example.com,692.562.5972x9515,14312,17820,0,72,47,89,0,0,1_3_days,restaurant,449,Less than $5,3,1125,1,3,1,https://placekitten.com/73/579,https://dummyimage.com/215x904,Europe/Zurich,1,54,,,,,,,,,,,,,Light and flavorful grilled salmon fillets drizzled with fresh lemon juice.,,,recipe,126.0,23.35,11.38,12.97,1 slice,61.0,RP100054,Beef Tacos,"Simple and delicious pizza with tomato sauce, fresh mozzarella, and basil.",2.0,110.0,ml,160.0,156.0,Garlic-infused shrimp cooked in a white wine and lemon butter sauce.,5 min,91.11,2.78,1179.0,35.59,https://placekitten.com/573/181,recipe
4,81,2024-01-17,RP100024,1,,8,,,,,,,U100031,31,T100031,U100031,Crystal Ortiz,female,"time.struct_time(tm_year=1981, tm_mon=9, tm_mday=3, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=246, tm_isdst=-1)",langjessica@example.com,594.355.0237x72007,10468,43873,0,73,137,72,1000031,1000031,do_not,restaurant,38,$5-$9.99,1,426,1,3,1,https://dummyimage.com/826x751,https://placekitten.com/348/650,America/Mendoza,1,24,,,,,,,,,,,,,"Classic Italian dish with ground beef, tomatoes, and herbs served over spaghetti.",,,recipe,169.0,34.81,26.57,42.08,1 medium,46.0,RP100024,Shrimp Scampi,Healthy stir-fry with a mix of colorful vegetables and tofu or your choice of protein.,2.0,110.0,ml,200.0,18.0,Hearty vegan lentil soup packed with vegetables and aromatic spices.,25 min,72.56,62.69,950.0,28.35,https://dummyimage.com/626x980,recipe
5,3,2024-01-14,RP100088,1,,13,,,,,,,U100026,26,T100026,U100026,Christina Richardson,female,"time.struct_time(tm_year=1968, tm_mon=2, tm_mday=26, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=57, tm_isdst=-1)",fwilliams@example.org,001-499-905-8483x322,12900,33726,1,67,121,112,1000026,1000026,do_not,restaurant,218,$5-$9.99,4,1469,0,2,1,https://picsum.photos/329/885,https://picsum.photos/465/6,America/Glace_Bay,1,88,,,,,,,,,,,,,"Tasty beef tacos with seasoned meat, lettuce, tomatoes, and cheese.",,,recipe,204.0,16.24,40.59,15.51,1 medium,197.0,RP100088,Vegan Lentil Soup,Hearty vegan lentil soup packed with vegetables and aromatic spices.,8.0,160.0,gm,160.0,184.0,"Classic Italian dish with ground beef, tomatoes, and herbs served over spaghetti.",5 min,224.54,77.14,1480.0,16.88,https://dummyimage.com/403x615,recipe
6,4,2024-01-11,RP100008,1,,11,,,,,,,U100067,67,T100067,U100067,Joseph Hines,male,"time.struct_time(tm_year=2021, tm_mon=4, tm_mday=6, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=96, tm_isdst=-1)",haleyjessica@example.org,373.690.9085,21902,69466,1,73,109,65,1000067,1000067,do_not,restaurant,12,Less than $5,3,273,0,3,1,https://picsum.photos/351/360,https://picsum.photos/230/849,America/Dawson,1,8,,,,,,,,,,,,,"Creamy pasta dish with grilled chicken, Alfredo sauce, and Parmesan cheese.",,,recipe,191.0,33.74,30.29,23.39,1 slice,143.0,RP100008,Vegan Lentil Soup,Healthy stir-fry with a mix of colorful vegetables and tofu or your choice of protein.,9.0,210.0,gm,160.0,15.0,"Simple and delicious pizza with tomato sauce, fresh mozzarella, and basil.",30 min,208.65,37.02,678.0,32.67,https://picsum.photos/549/161,recipe
7,80,2024-01-03,RP100092,1,,10,,,,,,,U100069,69,T100069,U100069,William Jones,male,"time.struct_time(tm_year=2012, tm_mon=11, tm_mday=3, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=308, tm_isdst=-1)",floresjessica@example.com,176.743.2080,5436,49596,1,71,84,81,1000069,1000069,1_3_days,restaurant,424,Less than $5,2,835,0,3,0,https://placekitten.com/814/504,https://picsum.photos/324/1,Asia/Chungking,1,92,,,,,,,,,,,,,"Fresh and crisp salad with grilled chicken, romaine lettuce, and Caesar dressing.",,,recipe,208.0,5.85,18.18,11.62,ml,115.0,RP100092,Beef Tacos,Light and flavorful grilled salmon fillets drizzled with fresh lemon juice.,3.0,220.0,gm,1000.0,63.0,Light and flavorful grilled salmon fillets drizzled with fresh lemon juice.,10 min,89.56,13.36,568.0,9.76,https://dummyimage.com/596x562,recipe
8,6,2024-01-01,RP100014,1,,15,,,,,,,U100062,62,T100062,U100062,Joshua Johnson,male,"time.struct_time(tm_year=1940, tm_mon=11, tm_mday=19, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=324, tm_isdst=-1)",mercadojonathan@example.com,798.529.0508x204,13228,30784,1,72,143,116,0,0,1_3_days,restaurant,15,$5-$9.99,3,945,0,2,0,https://placekitten.com/685/786,https://placekitten.com/1006/403,Etc/GMT-11,1,14,,,,,,,,,,,,,Hearty vegan lentil soup packed with vegetables and aromatic spices.,,,recipe,276.0,29.95,21.1,32.58,1 slice,64.0,RP100014,Spaghetti Bolognese,Healthy stir-fry with a mix of colorful vegetables and tofu or your choice of protein.,3.0,110.0,gm,160.0,78.0,"Simple and delicious pizza with tomato sauce, fresh mozzarella, and basil.",10 min,233.29,33.78,431.0,9.73,https://picsum.photos/932/28,recipe
9,7,2024-01-20,RP100069,1,,14,,,,,,,U100011,11,T100011,U100011,Denise Donaldson,female,"time.struct_time(tm_year=1965, tm_mon=6, tm_mday=19, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=170, tm_isdst=-1)",woodvalerie@example.com,703-767-2307,16543,24989,0,69,116,101,0,0,do_not,home,330,$5-$9.99,3,1524,1,3,0,https://dummyimage.com/1024x535,https://dummyimage.com/568x48,Antarctica/Mawson,1,69,,,,,,,,,,,,,Garlic-infused shrimp cooked in a white wine and lemon butter sauce.,,,recipe,296.0,3.99,25.89,42.72,ml,237.0,RP100069,Mushroom Risotto,Creamy and savory mushroom risotto made with Arborio rice and mushrooms.,5.0,110.0,ml,360.0,66.0,Healthy stir-fry with a mix of colorful vegetables and tofu or your choice of protein.,5 min,42.19,15.3,915.0,32.91,https://picsum.photos/440/258,recipe
10,9,2024-01-20,RP100065,1,,3,,,,,,,U100065,65,T100065,U100065,Javier Bailey,male,"time.struct_time(tm_year=2008, tm_mon=9, tm_mday=11, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=255, tm_isdst=-1)",richard62@example.net,080-426-3791,12381,39995,1,65,53,102,1000065,0,do_not,restaurant,379,Less than $5,2,1133,1,1,1,https://dummyimage.com/469x117,https://dummyimage.com/35x629,Africa/Luanda,1,65,,,,,,,,,,,,,"Fresh and crisp salad with grilled chicken, romaine lettuce, and Caesar dressing.",,,recipe,142.0,46.17,24.45,46.37,1 medium,261.0,RP100065,Vegan Lentil Soup,"Tasty beef tacos with seasoned meat, lettuce, tomatoes, and cheese.",10.0,210.0,ml,200.0,161.0,"Classic Italian dish with ground beef, tomatoes, and herbs served over spaghetti.",10 min,291.03,57.73,1255.0,1.61,https://placekitten.com/307/956,recipe
11,98,2024-01-05,RP100055,1,,11,,,,,,,U100065,65,T100065,U100065,Javier Bailey,male,"time.struct_time(tm_year=2008, tm_mon=9, tm_mday=11, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=255, tm_isdst=-1)",richard62@example.net,080-426-3791,12381,39995,1,65,53,102,1000065,0,do_not,restaurant,379,Less than $5,2,1133,1,1,1,https://dummyimage.com/469x117,https://dummyimage.com/35x629,Africa/Luanda,1,55,,,,,,,,,,,,,Healthy stir-fry with a mix of colorful vegetables and tofu or your choice of protein.,,,recipe,122.0,37.01,20.22,8.15,1 slice,106.0,RP100055,Vegan Lentil Soup,Creamy and savory mushroom risotto made with Arborio rice and mushrooms.,5.0,160.0,gm,640.0,107.0,"Creamy pasta dish with grilled chicken, Alfredo sauce, and Parmesan cheese.",30 min,43.76,20.99,390.0,27.67,https://picsum.photos/167/917,recipe
12,10,2024-01-15,RP100001,1,,6,,,,,,,U100053,53,T100053,U100053,Sarah Molina,female,"time.struct_time(tm_year=1999, tm_mon=5, tm_mday=20, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=140, tm_isdst=-1)",smithrandy@example.org,+1-934-072-7357x9304,17597,17598,0,68,96,76,0,0,1_3_days,home,403,Less than $5,2,11,0,1,1,https://dummyimage.com/582x937,https://picsum.photos/863/377,Etc/GMT+12,1,1,,,,,,,,,,,,,Light and flavorful grilled salmon fillets drizzled with fresh lemon juice.,,,recipe,105.0,22.05,2.2,29.26,ml,261.0,RP100001,Vegan Lentil Soup,"Tasty beef tacos with seasoned meat, lettuce, tomatoes, and cheese.",5.0,130.0,gm,1000.0,145.0,Creamy and savory mushroom risotto made with Arborio rice and mushrooms.,10 min,189.09,60.72,700.0,21.99,https://picsum.photos/428/307,recipe
13,22,2024-01-06,RP100001,1,,3,,,,,,,U100075,75,T100075,U100075,Brandon Robinson,male,"time.struct_time(tm_year=2015, tm_mon=12, tm_mday=16, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=350, tm_isdst=-1)",ramirezemily@example.com,(599)059-0655x23013,17105,32765,1,62,150,114,0,1000075,do_not,home,487,$5-$9.99,1,1700,0,2,0,https://picsum.photos/253/649,https://dummyimage.com/321x865,Asia/Ashgabat,1,1,,,,,,,,,,,,,Light and flavorful grilled salmon fillets drizzled with fresh lemon juice.,,,recipe,80.0,43.64,44.09,0.91,gm,70.0,RP100001,Vegan Lentil Soup,"Tasty beef tacos with seasoned meat, lettuce, tomatoes, and cheese.",5.0,130.0,gm,1000.0,145.0,Creamy and savory mushroom risotto made with Arborio rice and mushrooms.,10 min,189.09,60.72,700.0,21.99,https://picsum.photos/428/307,recipe
14,11,2024-01-18,RP100023,1,,15,,,,,,,U100029,29,T100029,U100029,Wendy Barnett,female,"time.struct_time(tm_year=1955, tm_mon=8, tm_mday=28, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=240, tm_isdst=-1)",patricia24@example.com,254-037-1992x1697,23217,77506,1,63,71,66,0,0,1_3_days,restaurant,376,Less than $5,4,861,0,2,1,https://picsum.photos/235/763,https://dummyimage.com/427x504,Africa/Cairo,1,23,,,,,,,,,,,,,"Simple and delicious pizza with tomato sauce, fresh mozzarella, and basil.",,,recipe,222.0,13.76,33.68,32.91,gm,248.0,RP100023,Vegan Lentil Soup,Garlic-infused shrimp cooked in a white wine and lemon butter sauce.,2.0,150.0,ml,840.0,14.0,"Creamy pasta dish with grilled chicken, Alfredo sauce, and Parmesan cheese.",10 min,190.19,30.64,680.0,40.43,https://picsum.photos/417/107,recipe
15,94,2024-01-19,RP100023,1,,2,,,,,,,U100017,17,T100017,U100017,Susan Crane,female,"time.struct_time(tm_year=1972, tm_mon=7, tm_mday=29, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=211, tm_isdst=-1)",andrewjones@example.net,224.533.6626,2601,37699,1,73,77,67,0,0,1_3_days,restaurant,476,Less than $5,2,690,1,1,0,https://dummyimage.com/711x119,https://picsum.photos/399/597,Africa/Sao_Tome,1,23,,,,,,,,,,,,,"Simple and delicious pizza with tomato sauce, fresh mozzarella, and basil.",,,recipe,293.0,44.87,32.18,34.32,1 medium,182.0,RP100023,Vegan Lentil Soup,Garlic-infused shrimp cooked in a white wine and lemon butter sauce.,2.0,150.0,ml,840.0,14.0,"Creamy pasta dish with grilled chicken, Alfredo sauce, and Parmesan cheese.",10 min,190.19,30.64,680.0,40.43,https://picsum.photos/417/107,recipe
16,87,2024-01-03,RP100017,1,,5,,,,,,,U100071,71,T100071,U100071,Terry Edwards,male,"time.struct_time(tm_year=1922, tm_mon=9, tm_mday=26, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=269, tm_isdst=-1)",juliaferguson@example.com,(928)066-1392x769,7220,41049,0,63,68,92,1000071,1000071,do_not,restaurant,196,$5-$9.99,2,242,1,3,1,https://placekitten.com/49/949,https://picsum.photos/698/562,Asia/Damascus,1,17,,,,,,,,,,,,,"Tasty beef tacos with seasoned meat, lettuce, tomatoes, and cheese.",,,recipe,230.0,11.88,30.19,13.52,1 slice,114.0,RP100017,Grilled Salmon with Lemon,"Classic Italian dish with ground beef, tomatoes, and herbs served over spaghetti.",4.0,200.0,gm,220.0,161.0,Hearty vegan lentil soup packed with vegetables and aromatic spices.,25 min,244.3,32.93,531.0,42.56,https://dummyimage.com/104x655,recipe
